BRAND_NAME,COMMON_NAME_x,ORIGINALCODE_x,LENGTH(ORIGINALCODE),L_R_x,PEIJIAN,COMMON_NAME_y,ORIGINALCODE_y,L_R_y,DISTINCT_SUM,len_y
上汽名爵,前大灯（左）,XBC103950,9,左,前大灯,前大灯（右）,XBC103940,右,1,1
东南,后门玻璃内压条（左）,53A32A011,9,左,后门玻璃内压条,后门玻璃内压条（右）,53A32A012,右,1,1
东风,前稳定杆拉杆（左）,B-2906210,9,左,前稳定杆拉杆,前稳定杆拉杆（右）,B-2906220,右,1,1
郑州海马,后门亮条（左）,SA12-50-692,11,左,后门亮条,后门亮条（右）,SA12-50-691,右,1,1
长安,前保险杠亮条（左）,B301095-2200,12,左,前保险杠亮条,前保险杠亮条（右）,B301095-2201,右,1,1
华晨宝马,前制动软管支架（左）,34306792255,11,左,前制动软管支架,前制动软管支架（右）,34306792256,右,1,1
长城,手制动后拉线（左）,3508300XKZ16B,13,左,手制动后拉线,手制动后拉线（右）,3508400XKZ16B,右,1,1
None,转向横拉杆球头（左）,SE003508,8,左,转向横拉杆球头,转向横拉杆球头（右）,SE003509,右,1,1
斯柯达,前座椅侧气囊（左）,5ED880241,9,左,前座椅侧气囊,前座椅侧气囊（右）,5ED880242,右,1,1
东风,前立柱加强筋（左）,0A1002,6,左,前立柱加强筋,前立柱加强筋（右）,0A0002,右,1,1
奇瑞,发动机前支架（左）,T111001211,10,左,发动机前支架,发动机前支架（右）,T111001611,右,1,1
吉普,前叶子板（左）,68029993AB,10,左,前叶子板,前叶子板（右）,68029992AB,右,1,1
江淮,车顶导水槽（左）,0A2054,6,左,车顶导水槽,车顶导水槽（右）,0A2053,右,1,1
广汽菲亚特,前门玻璃外压条（左）,68142973AD,10,左,前门玻璃外压条,前门玻璃外压条（右）,68142972AD,右,1,1
东风日产,仪表板扬声器罩（左）,281773TS0A,10,左,仪表板扬声器罩,仪表板扬声器罩（右）,281763TS0A,右,1,1
比亚迪,后叶子板轮眉（左）,11665378-00,11,左,后叶子板轮眉,后叶子板轮眉（右）,11665379-00,右,1,1
斯柯达,前门锁总成（左）,5ED837015,9,左,前门锁总成,前门锁总成（右）,5ED837016,右,1,1
奇瑞,后门亮条（左）,B116202460BADQ,14,左,后门亮条,后门亮条（右）,B116202450BADQ,右,1,1
英菲尼迪,引擎盖撑杆（左）,B53451MA0A,10,左,引擎盖撑杆,引擎盖撑杆（右）,B53441MA0A,右,1,1
众泰,前叶子板（左）,T2-8403102-06-27062,19,左,前叶子板,前叶子板（右）,T2-8403101-06-27062,右,1,1
江铃,前下摆臂（左）,2904030,7,左,前下摆臂,前下摆臂（右）,2904060,右,1,1
众泰,后保险杠反射器（左）,4135010001-M12,14,左,后保险杠反射器,后保险杠反射器（右）,4135020001-M12,右,1,1
东风,滑门（左）,3620056,7,左,滑门,滑门（右）,3620057,右,1,1
一汽奥迪,中立柱（左）,4M0819725B,10,左,中立柱,中立柱（右）,4M0819726B,右,1,1
潍柴,前保险杠骨架支架（左）,8400100-D0001,13,左,前保险杠骨架支架,前保险杠骨架支架（右）,8400200-D0001,右,1,1
英菲尼迪,引擎盖铰链（左）,654011MA2A,10,左,引擎盖铰链,引擎盖铰链（右）,654001MA2A,右,1,1
上汽通用五菱,中立柱内板（左）,0A1018,6,左,中立柱内板,中立柱内板（右）,0A0018,右,1,1
一汽奥迪,发动机支架胶（左）,8W0 399 295 E,13,左,发动机支架胶,发动机支架胶（右）,8W0 399 296 E,右,1,1
华晨鑫源,引擎盖铰链（左）,8402610-D01,11,左,引擎盖铰链,引擎盖铰链（右）,8402620-D01,右,1,1
一汽奥迪,前叶子板前内衬（左）,L8WD 853 887,12,左,前叶子板前内衬,前叶子板前内衬（右）,L8WD 853 888,右,1,1
夏利,尾灯（左）,3773010J81-A00,14,左,尾灯,尾灯（右）,3773020J81-A00,右,1,1
广汽传祺,后门密封条（左）,5410071ASV0000M10,17,左,后门密封条,后门密封条（右）,5410072ASV0000M10,右,1,1
北京奔驰,前门（左）,95853101100GRV,14,左,前门,前门（右）,95853101200GRV,右,1,1
郑州日产,前挡风玻璃饰条（左）,727632S400+R008,15,左,前挡风玻璃饰条,前挡风玻璃饰条（右）,727622S400+R008,右,1,1
启辰,前门外拉手固定框（左）,806112GG0A,10,左,前门外拉手固定框,前门外拉手固定框（右）,806102GG0A,右,1,1
北汽,前稳定杆拉杆（左）,H0104090103A0,13,左,前稳定杆拉杆,前稳定杆拉杆（右）,H0104090104A0,右,1,1
长安,侧门槛内板（左）,5120711BM01,11,左,侧门槛内板,侧门槛内板（右）,5120811BM01,右,1,1
东风,行李箱盖扭力杆（左）,5542702,7,左,行李箱盖扭力杆,行李箱盖扭力杆（右）,5542802,右,1,1
金杯,背门撑杆（左）,3008855,7,左,背门撑杆,背门撑杆（右）,3008857,右,1,1
解放,前半轴（左）,JYJY11297,9,左,前半轴,前半轴（右）,JYJY11298,右,1,1
长安铃木,底大边饰条（左）,KC-17433,8,左,底大边饰条,底大边饰条（右）,KC-17432,右,1,1
进口英菲尼迪,前下摆臂（左）,545011CA1A,10,左,前下摆臂,前下摆臂（右）,545001CA1A,右,1,1
众泰,前门密封条（左）,T6006107010001B11,17,左,前门密封条,前门密封条（右）,T6006107020001B11,右,1,1
进口梅赛德斯-奔驰,后门外拉手（左）,A20476013709197,15,左,后门外拉手,后门外拉手（右）,A20476014709197,右,1,1
进口大众,后保险杠亮条（左）,7P6853841,9,左,后保险杠亮条,后保险杠亮条（右）,7P6853842,右,1,1
沃尔沃,尾灯支架（左）,31353395,8,左,尾灯支架,尾灯支架（右）,31353396,右,1,1
一汽吉林,前挡风玻璃雨刮片（左）,85222-BZ080,11,左,前挡风玻璃雨刮片,前挡风玻璃雨刮片（右）,85212-BZ080,右,1,1
上汽通用雪佛兰,前转向灯（左）,24514088,8,左,前转向灯,前转向灯（右）,24514089,右,1,1
特斯拉,前大灯（左）,1053574,7,左,前大灯,前大灯（右）,1053575,右,1,1
上汽通用雪佛兰,尾灯灯座（左）,DY-9059522,10,左,尾灯灯座,尾灯灯座（右）,DY-9059521,右,1,1
比速,后门玻璃（左）,62030010-H04-B00,16,左,后门玻璃,后门玻璃（右）,62030020-H04-B00,右,1,1
东风,前大灯总成（左）,3732110,7,左,前大灯总成,前大灯总成（右）,3732120,右,1,1
郑州海马,前门外拉手饰盖（左）,FA2A59415N8B1,13,左,前门外拉手饰盖,前门外拉手饰盖（右）,FA2A58415N8B1,右,1,1
福玺,前立柱（左）,0I0034,6,左,前立柱,前立柱（右）,0I0033,右,1,1
上汽大众,前大灯饰条（左）,330 853 655,11,左,前大灯饰条,前大灯饰条（右）,330 853 656,右,1,1
大众,前大灯框（左）,18D805931A,10,左,前大灯框,前大灯框（右）,18D805932A,右,1,1
北京现代,燃油油路护板（左）,0A5002,6,左,燃油油路护板,燃油油路护板（右）,0A5003,右,1,1
上汽大众,前挡风玻璃密封条（左）,1T0854541C,10,左,前挡风玻璃密封条,前挡风玻璃密封条（右）,1T0854542C,右,1,1
红旗,车顶导水槽（左）,5704081-JA,10,左,车顶导水槽,车顶导水槽（右）,5704082-JA,右,1,1
进口奥迪,前门外拉手固定框（左）,4L1837885J,10,左,前门外拉手固定框,前门外拉手固定框（右）,4L1837886J,右,1,1
北汽新能源,引擎盖铰链（左）,A00041552DY,11,左,引擎盖铰链,引擎盖铰链（右）,A00041553DY,右,1,1
长丰猎豹,倒车镜（左）,B008202010,10,左,倒车镜,倒车镜（右）,B008202020,右,1,1
上汽大众,侧门槛外板（左）,33D809675C,10,左,侧门槛外板,侧门槛外板（右）,33D809676C,右,1,1
中兴,前叶子板（左）,8403010-2000,12,左,前叶子板,前叶子板（右）,8403020-2000,右,1,1
长丰猎豹,后门玻璃绒槽（左）,MB669761,8,左,后门玻璃绒槽,后门玻璃绒槽（右）,MB669762,右,1,1
保时捷,倒车镜玻璃（左）,95B857521H,10,左,倒车镜玻璃,倒车镜玻璃（右）,95B857522H,右,1,1
郑州海马,后叶子板前内衬（左）,SA12-56-241,11,左,后叶子板前内衬,后叶子板前内衬（右）,SA12-56-231,右,1,1
郑州海马,后叶子板后内衬（左）,SA12-56-242,11,左,后叶子板后内衬,后叶子板后内衬（右）,SA12-56-232,右,1,1
吉普,前门标识（左）,52005057,8,左,前门标识,前门标识（右）,52005058,右,1,1
东风,后门三角玻璃（左）,5403501-SA02-LB01,17,左,后门三角玻璃,后门三角玻璃（右）,5403601-SA02-LB01,右,1,1
迷你MINI,后叶子板内衬（左）,51717136167,11,左,后叶子板内衬,后叶子板内衬（右）,51717136168,右,1,1
进口雷诺,中网（左）,62074JY00A,10,左,中网,中网（右）,62075JY00A,右,1,1
福田,前保险杠包角（左）,JYJY10003,9,左,前保险杠包角,前保险杠包角（右）,JYJY10004,右,1,1
金杯,前门（左）,JYJY10312,9,左,前门,前门（右）,JYJY10382,右,1,1
金杯,滑门滑轮（左）,JYJY12547,9,左,滑门滑轮,滑门滑轮（右）,JYJY12548,右,1,1
进口路虎,后保险杠骨架支架（左）,JYJY13952,9,左,后保险杠骨架支架,后保险杠骨架支架（右）,JYJY13951,右,1,1
奇瑞,前保险杠骨架支架（左）,A21-2803703,11,左,前保险杠骨架支架,前保险杠骨架支架（右）,A21-2803704,右,1,1
长安福特,前保险杠包角（左）,JX7B17627A4C,12,左,前保险杠包角,前保险杠包角（右）,JX7B17626A4C,右,1,1
五菱,前门槛饰板（左）,23900010,8,左,前门槛饰板,前门槛饰板（右）,23900012,右,1,1
进口路虎,前叶子板（左）,ASB760071,9,左,前叶子板,前叶子板（右）,ASB760061,右,1,1
一汽大众,前大灯饰条（左）,L19G805931,10,左,前大灯饰条,前大灯饰条（右）,L19G805932,右,1,1
吉普,前叶子板内衬（左）,53407360,8,左,前叶子板内衬,前叶子板内衬（右）,53407361,右,1,1
进口路虎,后门三角玻璃（左）,LR065501,8,左,后门三角玻璃,后门三角玻璃（右）,LR065502,右,1,1
一汽奔腾,尾灯（左）,FA0151160P1,11,左,尾灯,尾灯（右）,FA0151150P1,右,1,1
腾势,行李箱盖铰链（左）,TIG-5606100V2013,16,左,行李箱盖铰链,行李箱盖铰链（右）,TIG-5606109V2013,右,1,1
进口三菱,后叶子板轮眉（左）,7407A317,8,左,后叶子板轮眉,后叶子板轮眉（右）,7407A318,右,1,1
欧拉,后雾灯（左）,4116300XN20XA,13,左,后雾灯,后雾灯（右）,4116400XN20XA,右,1,1
江铃,前雾灯饰条（左）,JP1-17859-BAW-007,17,左,前雾灯饰条,前雾灯饰条（右）,JP1-17859-BAW-008,右,1,1
通华,货箱铰链（左）,0I0017,6,左,货箱铰链,货箱铰链（右）,0I0018,右,1,1
北京奔驰,前立柱外板（左）,0A1001,6,左,前立柱外板,前立柱外板（右）,0A0001,右,1,1
长城,后座椅安全带锁扣（左）,5812150XSZ08A86,15,左,后座椅安全带锁扣,后座椅安全带锁扣（右）,5812140XSZ08A86,右,1,1
东南,前雾灯（左）,DV523083,8,左,前雾灯,前雾灯（右）,DV523084,右,1,1
雷克萨斯,元宝梁前支架（左）,5103633030,10,左,元宝梁前支架,元宝梁前支架（右）,5103533030,右,1,1
长安,行李箱内饰板（左）,5608100AK01,11,左,行李箱内饰板,行李箱内饰板（右）,5608200AK01,右,1,1
东风风神,前减震器（左）,4141003,7,左,前减震器,前减震器（右）,4142003,右,1,1
东风风神,前叶子板内衬（左）,5324102,7,左,前叶子板内衬,前叶子板内衬（右）,5324202,右,1,1
北京汽车,车顶外装饰板（左）,B00013324,9,左,车顶外装饰板,车顶外装饰板（右）,B00013326,右,1,1
北方奔驰,驾驶室上脚踏板（左）,JYJY13535,9,左,驾驶室上脚踏板,驾驶室上脚踏板（右）,JYJY13534,右,1,1
北方奔驰,驾驶室脚踏板护罩（左）,JYJY13527,9,左,驾驶室脚踏板护罩,驾驶室脚踏板护罩（右）,JYJY13526,右,1,1
启辰,引擎盖铰链（左）,654012GG0A-B043,15,左,引擎盖铰链,引擎盖铰链（右）,654002GG0A-B043,右,1,1
宝骏,前门饰条（左）,23925322,8,左,前门饰条,前门饰条（右）,23925324,右,1,1
长安,前立柱内板（左）,5421260-AW01,12,左,前立柱内板,前立柱内板（右）,5422260-AW01,右,1,1
少林,滑门玻璃（左）,0C1003,6,左,滑门玻璃,滑门玻璃（右）,0C1004,右,1,1
广汽传祺,车顶窗帘气囊（左）,6570001ASV0000,14,左,车顶窗帘气囊,车顶窗帘气囊（右）,6570002ASV0000,右,1,1
进口沃尔沃,前门上铰链加强板（左）,82192393,8,左,前门上铰链加强板,前门上铰链加强板（右）,82192396,右,1,1
上汽名爵,前大灯喷嘴盖（左）,10193181,8,左,前大灯喷嘴盖,前大灯喷嘴盖（右）,10193182,右,1,1
进口梅赛德斯-奔驰,后门（左）,A221730050528,13,左,后门,后门（右）,A221730060528,右,1,1
斯达,驾驶室后支架（左）,711W41701-0025,14,左,驾驶室后支架,驾驶室后支架（右）,711W41701-0027,右,1,1
夏利,引擎盖铰链（左）,53420-52010-00,14,左,引擎盖铰链,引擎盖铰链（右）,53410-52010-00,右,1,1
林肯,前挡风玻璃雨刮臂（左）,EJ7Z17527A,10,左,前挡风玻璃雨刮臂,前挡风玻璃雨刮臂（右）,EJ7Z17526A,右,1,1
林肯,前下摆臂（左）,EJ7Z3079A,9,左,前下摆臂,前下摆臂（右）,EJ7Z3078A,右,1,1
上汽通用雪佛兰,尾灯（左）,P3121-10011,11,左,尾灯,尾灯（右）,P3121-10012,右,1,1
比亚迪,后保险杠拖车钩盖板（左）,1193119800,10,左,后保险杠拖车钩盖板,后保险杠拖车钩盖板（右）,1193119900,右,1,1
长城,后门三角玻璃（左）,6203011K00D1,12,左,后门三角玻璃,后门三角玻璃（右）,6203012K00D1,右,1,1
长城,仪表板侧盖（左）,5306011P50,10,左,仪表板侧盖,仪表板侧盖（右）,5306012P50,右,1,1
天津一汽,前下摆臂（左）,2901310J1A00,12,左,前下摆臂,前下摆臂（右）,2901340J1A00,右,1,1
长安,后轮毂（左）,3502140U01,10,左,后轮毂,后轮毂（右）,3502140M01,右,1,1
广汽本田,车顶上边梁（左）,64610T5HH00ZZ,13,左,车顶上边梁,车顶上边梁（右）,64210T5HH00ZZ,右,1,1
北京奔驰,后座椅安全带锁扣（左）,A2058600569,11,左,后座椅安全带锁扣,后座椅安全带锁扣（右）,A2058600669,右,1,1
进口大众,前门三角玻璃（左）,7N0845411CNVB,13,左,前门三角玻璃,前门三角玻璃（右）,7N0845412CNVB,右,1,1
飞碟,水箱电子风扇（左）,1309200,7,左,水箱电子风扇,水箱电子风扇（右）,1309400,右,1,1
长安,水箱框架（左）,5302330BS01DY,13,左,水箱框架,水箱框架（右）,5302340BS01DY,右,1,1
海格,倒车镜总成（左）,82HL1-02200-A,13,左,倒车镜总成,倒车镜总成（右）,82HL1-02100-A,右,1,1
东风雪铁龙,前制动油管总成（左）,9678029380,10,左,前制动油管总成,前制动油管总成（右）,9678029780,右,1,1
广汽传祺,前门三角玻璃（左）,5530061ASV0100M10,17,左,前门三角玻璃,前门三角玻璃（右）,5530062ASV0100M10,右,1,1
长安福特,底大边（左）,GR2BF10155,10,左,底大边,底大边（右）,GR2BF10154,右,1,1
华骏,后立柱（左）,0I0038,6,左,后立柱,后立柱（右）,0I0037,右,1,1
讴歌,前保险杠格栅（左）,71206TTPH00,11,左,前保险杠格栅,前保险杠格栅（右）,71201TTPH00,右,1,1
北斗星,引擎盖铰链（左）,57420-74F00,11,左,引擎盖铰链,引擎盖铰链（右）,57410-74F00,右,1,1
上汽大众,后桥支架（左）,6RD 501 543,11,左,后桥支架,后桥支架（右）,6RD 501 546,右,1,1
金旅,前大灯（左）,6700-377201X,12,左,前大灯,前大灯（右）,6700-377202X,右,1,1
江西五十铃,前门玻璃绒槽（左）,JYJY10319,9,左,前门玻璃绒槽,前门玻璃绒槽（右）,JYJY10389,右,1,1
一汽大众,后转向灯（左）,1K5945105,9,左,后转向灯,后转向灯（右）,1K5945106,右,1,1
中华,前门饰条（左）,6090010,7,左,前门饰条,前门饰条（右）,6090020,右,1,1
成都大运,前侧脚踏板（左）,845MAA01001-TH3,15,左,前侧脚踏板,前侧脚踏板（右）,845MAA02001-TH3,右,1,1
郑州日产,滑门饰条（左）,828712ZS00,10,左,滑门饰条,滑门饰条（右）,828702ZS00,右,1,1
郑州海马,车顶导水槽饰条（左）,FA1A509L0N2015,14,左,车顶导水槽饰条,车顶导水槽饰条（右）,FA1A509H0N2015,右,1,1
克莱斯勒,前大灯喷嘴（左）,68160603AB,10,左,前大灯喷嘴,前大灯喷嘴（右）,68160602AB,右,1,1
上汽通用雪佛兰,后门锁总成（左）,P6412-10103,11,左,后门锁总成,后门锁总成（右）,P6412-10104,右,1,1
比速,前立柱（左）,29040300-H03-B00,16,左,前立柱,前立柱（右）,29040400-H03-B00,右,1,1
领克,前保险杠电眼底座（左）,8888878100,10,左,前保险杠电眼底座,前保险杠电眼底座（右）,8888878102,右,1,1
华骏,前立柱（左）,0I0034,6,左,前立柱,前立柱（右）,0I0033,右,1,1
东风,车顶行李架（左）,738232FL0A,10,左,车顶行李架,车顶行李架（右）,738222FL0A,右,1,1
雪佛兰,倒车镜内饰板（左）,26209265,8,左,倒车镜内饰板,倒车镜内饰板（右）,26209266,右,1,1
江淮扬天,驾驶室遮阳板（左）,JYJY11833,9,左,驾驶室遮阳板,驾驶室遮阳板（右）,JYJY11834,右,1,1
东风随州,前大灯（左）,C3772010-C0100,14,左,前大灯,前大灯（右）,C3772020-C0100,右,1,1
荣威,行李箱盖内饰板（左）,10461618AMY,11,左,行李箱盖内饰板,行李箱盖内饰板（右）,10461619AMY,右,1,1
福建启腾,前叶子板（左）,NLM1-84030001A,14,左,前叶子板,前叶子板（右）,NLM1-84030002A,右,1,1
江铃新能源,前大灯（左）,S1-3772010A,11,左,前大灯,前大灯（右）,S1-3772020A,右,1,1
福建启腾,前大灯（左）,NLM1-41210001A,14,左,前大灯,前大灯（右）,NLM1-41210002A,右,1,1
斯达,前门饰条（左）,0102-013001,11,左,前门饰条,前门饰条（右）,0102-013002,右,1,1
长城,仪表板侧盖（左）,5306730XKZ16A86,15,左,仪表板侧盖,仪表板侧盖（右）,5306740XKZ16A86,右,1,1
北京现代,倒车镜支座（左）,876500Q000,10,左,倒车镜支座,倒车镜支座（右）,876600Q000,右,1,1
力帆,前转向灯灯罩（左）,S2803411,8,左,前转向灯灯罩,前转向灯灯罩（右）,S2803412,右,1,1
成都大运,前保险杠支架（左）,403BFB02000D,12,左,前保险杠支架,前保险杠支架（右）,403BFB03000D,右,1,1
北京奔驰,前保险杠下护板（左）,1568851125,10,左,前保险杠下护板,前保险杠下护板（右）,1568851225,右,1,1
太极,前立柱（左）,0I0034,6,左,前立柱,前立柱（右）,0I0033,右,1,1
东风风神,前雾灯（左）,7501001,7,左,前雾灯,前雾灯（右）,7502001,右,1,1
比亚迪,后座椅安全带（左）,11410791-00,11,左,后座椅安全带,后座椅安全带（右）,11410792-00,右,1,1
长安标致雪铁龙,元宝梁前支架（左）,9677054980,10,左,元宝梁前支架,元宝梁前支架（右）,9677054880,右,1,1
奇瑞,中立柱外板（左）,T115400210DY,12,左,中立柱外板,中立柱外板（右）,T115400220DY,右,1,1
北京汽车,前雾灯框（左）,A00073423,9,左,前雾灯框,前雾灯框（右）,A00073425,右,1,1
华晨中华,发动机侧护板（左）,3432015,7,左,发动机侧护板,发动机侧护板（右）,3432018,右,1,1
进口英菲尼迪,前挡风玻璃饰条（左）,727633JA0A,10,左,前挡风玻璃饰条,前挡风玻璃饰条（右）,727623JA0A,右,1,1
None,倒车镜壳（左）,19D857537GRU,12,左,倒车镜壳,倒车镜壳（右）,19D857538GRU,右,1,1
广汽本田,后制动鼓（左）,66551T2AA00ZZ,13,左,后制动鼓,后制动鼓（右）,66511T2AA00ZZ,右,1,1
东风悦达起亚,后座椅骨架（左）,0B2012,6,左,后座椅骨架,后座椅骨架（右）,0B2011,右,1,1
金旅,前挡风玻璃雨刮臂（左）,JYJY12993,9,左,前挡风玻璃雨刮臂,前挡风玻璃雨刮臂（右）,JYJY12994,右,1,1
五菱,后门密封条（左）,23922871,8,左,后门密封条,后门密封条（右）,23922872,右,1,1
五菱,侧围外板（左）,23894947,8,左,侧围外板,侧围外板（右）,23894948,右,1,1
迅力,后门（左）,0I0031,6,左,后门,后门（右）,0I0032,右,1,1
一汽马自达,后制动油管总成（左）,GJ6E45370C,10,左,后制动油管总成,后制动油管总成（右）,GJ6E45360C,右,1,1
东风,后立柱（左）,SX5-2803218,11,左,后立柱,后立柱（右）,SX5-2803217,右,1,1
解放,前大灯支架（左）,2803071-D488,12,左,前大灯支架,前大灯支架（右）,2803072-D488,右,1,1
长丰三菱,引擎盖铰链（左）,MR292043,8,左,引擎盖铰链,引擎盖铰链（右）,MR292044,右,1,1
进口奥迪,中立柱外板（左）,0A1012,6,左,中立柱外板,中立柱外板（右）,0A0012,右,1,1
奇瑞,后围板外板（左）,0A3001,6,左,后围板外板,后围板外板（右）,0A3002,右,1,1
吉利,背门铰链（左）,5060003400,10,左,背门铰链,背门铰链（右）,5060003500,右,1,1
江淮,前门外拉手（左）,82650-4A300CA,13,左,前门外拉手,前门外拉手（右）,82660-4A300CA,右,1,1
昌河铃木,后门玻璃升降器（左）,83540-74F00,11,左,后门玻璃升降器,后门玻璃升降器（右）,83510-74F00,右,1,1
比亚迪,前保险杠包角（左）,1171226100,10,左,前保险杠包角,前保险杠包角（右）,1171226200,右,1,1
上汽通用别克,ABS前轮传感器（左）,5489688,7,左,ABS前轮传感器,ABS前轮传感器（右）,5489689,右,1,1
上海华普,前叶子板灯（左）,767026530,9,左,前叶子板灯,前叶子板灯（右）,767026540,右,1,1
一汽马自达,后门玻璃绒槽（左）,GJ6A73605D,10,左,后门玻璃绒槽,后门玻璃绒槽（右）,GJ6A72605D,右,1,1
北京汽车,尾灯（左）,S12B-4133100,12,左,尾灯,尾灯（右）,S12B-4133200,右,1,1
东风悦达起亚,前半轴外球笼（左）,495910S190,10,左,前半轴外球笼,前半轴外球笼（右）,495910S100,右,1,1
东风悦达起亚,前立柱加强筋（左）,0A1002,6,左,前立柱加强筋,前立柱加强筋（右）,0A0002,右,1,1
起亚,前挡风玻璃雨刮臂（左）,98311D6000,10,左,前挡风玻璃雨刮臂,前挡风玻璃雨刮臂（右）,98321D6000,右,1,1
华晨宝马,前门内扶手安装支架（左）,51417279311,11,左,前门内扶手安装支架,前门内扶手安装支架（右）,51417279316,右,1,1
众泰,后保险杠支架（左）,E2002804025AW112708N,20,左,后保险杠支架,后保险杠支架（右）,E2002804026AW112708N,右,1,1
上汽名爵,尾灯灯座（左）,10154242-SEPP,13,左,尾灯灯座,尾灯灯座（右）,10154243-SEPP,右,1,1
一汽奔腾,后门总成（左）,5GA073020-#M1,13,左,后门总成,后门总成（右）,5GA072020-#M1,右,1,1
天津一汽,前门限位器（左）,68620-0D030-A,13,左,前门限位器,前门限位器（右）,68610-0D030-A,右,1,1
力帆,发动机支架胶（左）,F1001310,8,左,发动机支架胶,发动机支架胶（右）,F1001410,右,1,1
一汽马自达,前门玻璃导轨（左）,GJ6A5976YD,10,左,前门玻璃导轨,前门玻璃导轨（右）,GJ6A5876YD,右,1,1
一汽奥迪,前纵梁盖板（左）,8R0805677,9,左,前纵梁盖板,前纵梁盖板（右）,8R0805678,右,1,1
广汽三菱,后门玻璃导轨（左）,5735A487,8,左,后门玻璃导轨,后门玻璃导轨（右）,5735A488,右,1,1
知豆,尾灯（左）,1A31413310000A0,15,左,尾灯,尾灯（右）,1A31413320000A0,右,1,1
长安福特,前大灯（左）,LK2S71V51051BA,14,左,前大灯,前大灯（右）,LK2S71V51041BA,右,1,1
东南,前保险杠包角（左）,63A61A227,9,左,前保险杠包角,前保险杠包角（右）,63A61A228,右,1,1
太极,中立柱（左）,0I0036,6,左,中立柱,中立柱（右）,0I0035,右,1,1
福特,倒车镜转向灯（左）,8M5113B381AB,12,左,倒车镜转向灯,倒车镜转向灯（右）,8M5113B382AB,右,1,1
郑州海马,尾灯（左）,Z00A4133200,11,左,尾灯,尾灯（右）,Z00A4133100,右,1,1
金杯,前大灯饰条（左）,SY6480B2D-3711050,17,左,前大灯饰条,前大灯饰条（右）,SY6480B2D-3711060,右,1,1
一汽华利,前叶子板（左）,DF0083,6,左,前叶子板,前叶子板（右）,DF0084,右,1,1
进口大众,前门三角玻璃（左）,7P0845113D,10,左,前门三角玻璃,前门三角玻璃（右）,7P0845114D,右,1,1
吉利,前下摆臂（左）,101401349251,12,左,前下摆臂,前下摆臂（右）,101401349351,右,1,1
一汽马自达,后门总成（左）,GV3G73020,9,左,后门总成,后门总成（右）,GV3G72020,右,1,1
海南马自达,引擎盖铰链（左）,FA14-52-410,11,左,引擎盖铰链,引擎盖铰链（右）,FA14-52-420,右,1,1
江淮,后门（左）,0I0031,6,左,后门,后门（右）,0I0032,右,1,1
长安,发动机支架（左）,JYJY10251,9,左,发动机支架,发动机支架（右）,JYJY10252,右,1,1
北京奔驰,门槛边梁（左）,A2126100520,11,左,门槛边梁,门槛边梁（右）,A2126100620,右,1,1
天津一汽,侧围外板（左）,61112-TBA00,11,左,侧围外板,侧围外板（右）,61111-TBA00,右,1,1
广汽传祺,后侧围玻璃（左）,5550001ASV0100L2Z,17,左,后侧围玻璃,后侧围玻璃（右）,5550002ASV0100L2Z,右,1,1
广汽传祺,尾立柱加强筋（左）,4111241ASV0000A00,17,左,尾立柱加强筋,尾立柱加强筋（右）,4121241ASV0000A00,右,1,1
广汽传祺,前侧围外板（左）,8841001ASV0000A00,17,左,前侧围外板,前侧围外板（右）,8841002ASV0000A00,右,1,1
广汽传祺,尾立柱外饰板（左）,7180091ASV0000C10,17,左,尾立柱外饰板,尾立柱外饰板（右）,7180092ASV0000C10,右,1,1
上汽大众,后半轴（左）,5ND501203,9,左,后半轴,后半轴（右）,5ND501204,右,1,1
领克,前雾灯座（左）,8888259184,10,左,前雾灯座,前雾灯座（右）,8888259185,右,1,1
上汽通用雪佛兰,前纵梁（左）,24538221P,9,左,前纵梁,前纵梁（右）,24538222P,右,1,1
上海华普,前门玻璃升降器（左）,201660360,9,左,前门玻璃升降器,前门玻璃升降器（右）,201660370,右,1,1
上汽大众,行李箱轮罩装饰板（左）,5N086776582V,12,左,行李箱轮罩装饰板,行李箱轮罩装饰板（右）,5N086776682V,右,1,1
东风,前挡风玻璃密封条（左）,727632S400+R008,15,左,前挡风玻璃密封条,前挡风玻璃密封条（右）,727622S400+R008,右,1,1
东风,后门锁电机（左）,B-6205611,9,左,后门锁电机,后门锁电机（右）,B-6205610,右,1,1
金杯,滑门（左）,SHG-6201002-Y,13,左,滑门,滑门（右）,SHG-6201001-Y,右,1,1
华泰,前门饰条（左）,8772126500,10,左,前门饰条,前门饰条（右）,8772226500,右,1,1
东风,车身线束（左）,240152FJ0A,10,左,车身线束,车身线束（右）,240142FJ0A,右,1,1
一汽奔腾,后门玻璃前导轨（左）,5EA073590,9,左,后门玻璃前导轨,后门玻璃前导轨（右）,5EA072590,右,1,1
一汽大众,前保险杠电眼底座（左）,3C8 919 493 A,13,左,前保险杠电眼底座,前保险杠电眼底座（右）,3C8 919 494 A,右,1,1
荣威,前制动器底板（左）,10163175,8,左,前制动器底板,前制动器底板（右）,10163174,右,1,1
一汽奥迪,后雾灯（左）,4M0945095,9,左,后雾灯,后雾灯（右）,4M0945096,右,1,1
郑州日产,前减震器（左）,E4303JX30C+C220,15,左,前减震器,前减震器（右）,E4302JX30C+C220,右,1,1
金杯,前稳定杆（左）,2904010-B01,11,左,前稳定杆,前稳定杆（右）,2904020-B01,右,1,1
